timestamp,polygon_id,polygon_name,latitude,longitude,soil_moisture,soil_temp_surface,soil_temp_10cm
2024-01-17 21:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.37,12.0,8.7
2024-01-17 22:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.368,12.3,9.0
2024-01-17 23:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.367,12.2,9.2
2024-01-18 00:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.365,11.8,9.4
2024-01-18 01:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.361,11.1,9.6
2024-01-18 02:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.361,9.5,9.6
2024-01-18 03:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.36,8.4,9.5
2024-01-18 04:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.36,7.6,9.4
2024-01-18 05:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.36,6.8,9.2
2024-01-18 06:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.359,6.3,9.0
2024-01-18 07:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.359,6.0,8.8
2024-01-18 08:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.358,5.6,8.6
2024-01-18 09:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.358,5.2,8.4
2024-01-18 10:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.357,4.9,8.1
2024-01-18 11:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.357,4.7,7.9
2024-01-18 12:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.357,4.4,7.7
2024-01-18 13:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.356,4.9,7.6
2024-01-18 14:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.355,4.8,7.4
2024-01-18 15:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.355,4.7,7.3
2024-01-18 16:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.355,4.8,7.2
2024-01-18 17:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.354,5.8,7.1
2024-01-18 18:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.353,7.2,7.1
2024-01-18 19:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.352,8.6,7.2
2024-01-18 20:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.351,10.0,7.3
2024-01-18 21:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.35,11.4,7.7
2024-01-18 22:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.349,11.9,7.9
2024-01-18 23:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.348,11.8,8.2
2024-01-19 00:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.348,11.4,8.5
2024-01-19 01:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.347,10.5,8.6
2024-01-19 02:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.347,9.3,8.8
2024-01-19 03:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.347,8.6,8.8
2024-01-19 04:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.346,8.2,8.8
2024-01-19 05:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.346,7.6,8.7
2024-01-19 06:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.346,7.3,8.6
2024-01-19 07:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.346,7.3,8.5
2024-01-19 08:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.345,7.5,8.4
2024-01-19 09:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.345,7.6,8.4
2024-01-19 10:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.345,7.6,8.4
2024-01-19 11:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.345,7.6,8.3
2024-01-19 12:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.344,7.6,8.3
2024-01-19 13:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.343,7.9,8.4
2024-01-19 14:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.342,8.0,8.3
2024-01-19 15:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.342,7.8,8.3
2024-01-19 16:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.342,7.9,8.3
2024-01-19 17:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.342,8.5,8.3
2024-01-19 18:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.341,9.4,8.4
2024-01-19 19:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.34,10.6,8.5
2024-01-19 20:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.34,11.4,8.7
2024-01-19 21:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.339,11.4,8.9
2024-01-19 22:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.339,11.1,9.1
2024-01-19 23:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.34,10.6,9.2
2024-01-20 00:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.34,10.4,9.3
2024-01-20 01:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.344,9.8,9.2
2024-01-20 02:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.355,9.4,9.2
2024-01-20 03:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.359,9.1,9.2
2024-01-20 04:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.36,9.0,9.2
2024-01-20 05:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.383,8.9,9.2
2024-01-20 06:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.415,8.9,9.2
2024-01-20 07:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.409,8.9,9.2
2024-01-20 08:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.404,9.0,9.1
2024-01-20 09:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.399,8.9,9.1
2024-01-20 10:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.396,8.9,9.1
2024-01-20 11:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.393,8.9,9.1
2024-01-20 12:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.391,8.8,9.1
2024-01-20 13:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.384,9.1,9.1
2024-01-20 14:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.383,8.7,9.1
2024-01-20 15:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.381,8.5,9.1
2024-01-20 16:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.379,8.4,9.1
2024-01-20 17:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.378,8.8,9.1
2024-01-20 18:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.377,9.4,9.1
2024-01-20 19:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.376,10.2,9.1
2024-01-20 20:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.374,11.1,9.2
2024-01-20 21:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.372,11.4,9.4
2024-01-20 22:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.371,11.3,9.5
2024-01-20 23:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.373,10.7,9.6
2024-01-21 00:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.372,10.1,9.6
2024-01-21 01:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.37,9.7,9.7
2024-01-21 02:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.382,9.2,9.6
2024-01-21 03:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.384,8.8,9.6
2024-01-21 04:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.384,8.6,9.6
2024-01-21 05:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.385,8.4,9.4
2024-01-21 06:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.385,8.1,9.4
2024-01-21 07:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.385,8.0,9.2
2024-01-21 08:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.385,8.0,9.2
2024-01-21 09:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.385,8.0,9.1
2024-01-21 10:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.386,7.9,9.0
2024-01-21 11:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.387,7.8,8.9
2024-01-21 12:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.387,7.7,8.9
2024-01-21 13:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.382,7.7,8.8
2024-01-21 14:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.38,7.5,8.7
2024-01-21 15:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.379,7.4,8.6
2024-01-21 16:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.378,7.5,8.6
2024-01-21 17:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.377,7.8,8.6
2024-01-21 18:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.376,8.7,8.6
2024-01-21 19:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.374,9.4,8.6
2024-01-21 20:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.373,10.4,8.7
2024-01-21 21:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.371,11.3,8.9
2024-01-21 22:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.37,11.5,9.1
2024-01-21 23:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.368,11.5,9.2
2024-01-22 00:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.367,11.2,9.4
2024-01-22 01:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.369,11.1,9.6
2024-01-22 02:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.368,10.5,9.8
2024-01-22 03:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.367,10.1,9.8
2024-01-22 04:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.405,9.6,9.8
2024-01-22 05:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.427,9.2,9.8
2024-01-22 06:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.423,9.1,9.7
2024-01-22 07:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.418,8.9,9.6
2024-01-22 08:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.421,8.9,9.6
2024-01-22 09:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.43,8.9,9.6
2024-01-22 10:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.436,8.9,9.5
2024-01-22 11:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.437,8.9,9.4
2024-01-22 12:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.429,8.9,9.4
2024-01-22 13:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.417,9.6,9.6
2024-01-22 14:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.416,9.4,9.6
2024-01-22 15:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.413,9.2,9.6
2024-01-22 16:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.409,9.1,9.6
2024-01-22 17:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.406,9.3,9.5
2024-01-22 18:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.403,10.0,9.6
2024-01-22 19:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.4,10.9,9.6
2024-01-22 20:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.399,11.8,9.8
2024-01-22 21:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.439,11.4,9.9
2024-01-22 22:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.421,11.2,10.0
2024-01-22 23:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.42,11.1,10.1
2024-01-23 00:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.421,10.8,10.1
2024-01-23 01:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.415,10.2,10.1
2024-01-23 02:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.426,9.6,10.1
2024-01-23 03:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.421,9.2,10.0
2024-01-23 04:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.416,8.6,9.9
2024-01-23 05:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.413,8.2,9.8
2024-01-23 06:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.41,7.9,9.6
2024-01-23 07:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.407,7.8,9.6
2024-01-23 08:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.405,7.9,9.4
2024-01-23 09:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.404,8.1,9.3
2024-01-23 10:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.402,8.1,9.2
2024-01-23 11:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.401,8.0,9.1
2024-01-23 12:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.4,7.8,9.1
2024-01-23 13:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.396,9.1,9.2
2024-01-23 14:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.395,8.5,9.2
2024-01-23 15:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.394,8.1,9.1
2024-01-23 16:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.393,8.0,9.1
2024-01-23 17:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.392,8.4,9.1
2024-01-23 18:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.391,9.3,9.1
2024-01-23 19:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.39,10.3,9.1
2024-01-23 20:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.389,11.1,9.2
2024-01-23 21:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.387,11.9,9.4
2024-01-23 22:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.386,12.5,9.6
2024-01-23 23:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.384,12.6,9.9
2024-01-24 00:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.383,12.2,10.1
2024-01-24 01:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.378,11.6,10.0
2024-01-24 02:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.378,10.5,10.1
2024-01-24 03:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.377,9.6,10.1
2024-01-24 04:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.377,9.0,10.0
2024-01-24 05:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.376,8.6,9.9
2024-01-24 06:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.376,8.2,9.8
2024-01-24 07:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.376,8.1,9.7
2024-01-24 08:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.375,7.8,9.6
2024-01-24 09:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.394,7.8,9.4
2024-01-24 10:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.418,7.7,9.4
2024-01-24 11:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.413,7.4,9.2
2024-01-24 12:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.409,7.3,9.1
2024-01-24 13:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.396,7.5,9.0
2024-01-24 14:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.4,7.7,8.9
2024-01-24 15:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.402,7.7,8.9
2024-01-24 16:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.417,7.8,8.8
2024-01-24 17:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.427,7.9,8.8
2024-01-24 18:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.432,8.2,8.7
2024-01-24 19:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.428,8.8,8.7
2024-01-24 20:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.42,9.2,8.8
2024-01-24 21:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.416,9.4,8.9
2024-01-24 22:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.412,9.8,8.9
2024-01-24 23:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.41,9.9,9.0
2024-01-25 00:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.407,10.2,9.1
2024-01-25 01:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.403,10.6,9.4
2024-01-25 02:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.401,10.1,9.4
2024-01-25 03:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.399,9.9,9.5
2024-01-25 04:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.398,9.6,9.5
2024-01-25 05:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.397,9.4,9.5
2024-01-25 06:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.395,9.3,9.5
2024-01-25 07:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.394,9.3,9.5
2024-01-25 08:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.393,9.1,9.5
2024-01-25 09:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.392,8.6,9.4
2024-01-25 10:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.391,8.2,9.4
2024-01-25 11:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.39,7.9,9.3
2024-01-25 12:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.39,7.4,9.2
2024-01-25 13:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.388,7.7,9.1
2024-01-25 14:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.387,6.8,9.0
2024-01-25 15:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.386,6.2,8.9
2024-01-25 16:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.386,5.9,8.6
2024-01-25 17:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.385,6.9,8.5
2024-01-25 18:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.384,8.4,8.5
2024-01-25 19:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.382,9.9,8.6
2024-01-25 20:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.381,11.0,8.8
2024-01-25 21:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.38,11.9,8.9
2024-01-25 22:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.378,12.2,9.2
2024-01-25 23:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.377,12.2,9.4
2024-01-26 00:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.376,11.9,9.6
2024-01-26 01:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.373,11.2,9.8
2024-01-26 02:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.373,9.8,9.8
2024-01-26 03:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.373,8.9,9.8
2024-01-26 04:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.372,8.1,9.6
2024-01-26 05:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.372,7.5,9.6
2024-01-26 06:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.372,7.2,9.4
2024-01-26 07:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.371,6.6,9.2
2024-01-26 08:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.371,6.3,9.1
2024-01-26 09:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.371,6.1,8.9
2024-01-26 10:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.37,5.8,8.6
2024-01-26 11:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.37,6.2,8.5
2024-01-26 12:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.37,5.7,8.4
2024-01-26 13:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.368,6.2,8.4
2024-01-26 14:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.368,6.2,8.3
2024-01-26 15:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.368,6.3,8.1
2024-01-26 16:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.367,6.3,8.1
2024-01-26 17:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.367,7.4,8.0
2024-01-26 18:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.366,8.9,8.1
2024-01-26 19:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.365,10.4,8.2
2024-01-26 20:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.364,11.8,8.5
2024-01-26 21:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.362,12.8,8.8
2024-01-26 22:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.362,13.0,9.1
2024-01-26 23:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.361,12.6,9.4
2024-01-27 00:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.361,12.4,9.6
2024-01-27 01:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.355,11.6,9.6
2024-01-27 02:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.355,10.7,9.8
2024-01-27 03:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.355,9.8,9.8
2024-01-27 04:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.355,9.2,9.8
2024-01-27 05:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.354,8.9,9.8
2024-01-27 06:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.354,8.8,9.7
2024-01-27 07:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.354,8.8,9.6
2024-01-27 08:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.354,8.8,9.6
2024-01-27 09:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.354,8.6,9.5
2024-01-27 10:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.354,8.6,9.4
2024-01-27 11:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.354,8.6,9.4
2024-01-27 12:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.354,8.4,9.4
2024-01-27 13:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.356,8.4,9.4
2024-01-27 14:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.356,8.1,9.3
2024-01-27 15:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.356,8.1,9.2
2024-01-27 16:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.356,8.4,9.1
2024-01-27 17:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.356,9.1,9.1
2024-01-27 18:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.355,10.1,9.2
2024-01-27 19:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.355,11.3,9.4
2024-01-27 20:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.354,12.4,9.6
2024-01-27 21:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.353,13.4,9.8
2024-01-27 22:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.352,14.0,10.1
2024-01-27 23:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.352,14.1,10.4
2024-01-28 00:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.351,13.7,10.6
2024-01-28 01:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.347,13.1,10.7
2024-01-28 02:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.347,11.8,10.8
2024-01-28 03:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.347,11.0,10.8
2024-01-28 04:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.347,10.3,10.8
2024-01-28 05:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.347,9.8,10.7
2024-01-28 06:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.347,9.4,10.6
2024-01-28 07:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.347,9.4,10.6
2024-01-28 08:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.347,9.4,10.4
2024-01-28 09:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.347,9.1,10.4
2024-01-28 10:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.347,8.9,10.2
2024-01-28 11:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.347,8.6,10.1
2024-01-28 12:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.347,8.2,10.0
2024-01-28 13:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.341,9.1,10.1
2024-01-28 14:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.341,8.6,10.0
2024-01-28 15:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.341,8.6,9.9
2024-01-28 16:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.341,8.9,9.8
2024-01-28 17:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.34,10.1,9.8
2024-01-28 18:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.34,12.1,9.9
2024-01-28 19:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.339,13.8,10.1
2024-01-28 20:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.338,14.9,10.4
2024-01-28 21:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.337,15.9,10.8
2024-01-28 22:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.336,16.3,11.1
2024-01-28 23:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.335,16.5,11.5
2024-01-29 00:00:00,field1,Evergreen San Jose Field (CA),37.508,-121.492,0.335,16.2,11.8
